"","TeamWin","Dragon","Herald","FirstBlood","blueWardsPlaced","blueWardsDestroyed","blueKills","blueAssists","blueTowers","blueTotalGold","blueAvgLevel","blueTotalExperience","blueMinions","blueJungleMin","GoldDiff","ExpDiff","redWardsPlaced","redWardsDestroyed","redKills","redAssists","redTowers","redTotalGold","redAvgLevel","redTotalExperience","redMinions","redJungleMin","TowersDiff","WardsPlacedDiff","WardsDestDiff","KillDiff","AssistDiff","MinionsDiff","JungleMinDiff","LevelsDiff"
"3065","Blue","Red","Blue","Red",18,1,9,10,0,17512,7,18140,186,51,2549,1269,17,0,6,6,0,14963,6.6,16871,174,41,0,1,1,3,4,12,10,0.4
"3066","Blue","Blue","Blue","Blue",35,4,8,7,0,16712,6.8,17310,208,41,2427,2303,12,2,5,7,0,14285,6.4,15007,172,33,0,23,2,3,0,36,8,0.399999999999999
"3067","Red","Red","Blue","Red",15,5,5,7,0,15913,6.8,17592,202,41,-844,-689,16,3,6,3,0,16757,7.2,18281,247,56,0,-1,2,-1,4,-45,-15,-0.4
"3068","Red","Blue","Neither","Blue",9,3,6,6,0,17108,6.8,17877,211,59,-1394,-2258,17,1,9,10,0,18502,7.6,20135,210,67,0,-8,2,-3,-4,1,-8,-0.8
"3069","Blue","Blue","Blue","Blue",10,0,16,11,3,23349,7.6,21214,223,52,7128,6117,11,0,9,13,0,16221,6.2,15097,140,40,3,-1,0,7,-2,83,12,1.4
"3070","Red","Blue","Blue","Blue",38,0,5,3,0,15548,7.4,18820,229,56,-826,38,10,20,5,6,0,16374,7.2,18782,225,66,0,28,-20,0,-3,4,-10,0.2
"3071","Red","Blue","Neither","Red",18,1,5,5,0,15950,7,18633,247,44,1233,251,14,2,2,2,0,14717,6.8,18382,204,60,0,4,-1,3,3,43,-16,0.2
"3072","Blue","Neither","Blue","Blue",59,1,5,3,0,16014,7,18969,225,58,476,467,21,6,2,1,0,15538,7.2,18502,257,53,0,38,-5,3,2,-32,5,-0.2
"3073","Red","Blue","Neither","Red",13,1,9,8,0,17419,7,17316,178,46,-2587,-1470,15,3,15,23,0,20006,7.2,18786,214,50,0,-2,-2,-6,-15,-36,-4,-0.2
"3074","Red","Neither","Neither","Blue",15,0,11,13,1,19979,7.2,18500,207,39,3763,874,11,1,5,6,0,16216,7,17626,194,51,1,4,-1,6,7,13,-12,0.2
"3075","Red","Blue","Neither","Red",15,6,3,2,0,14122,6.6,15708,188,40,-2968,-2159,19,4,8,7,0,17090,7,17867,182,47,0,-4,2,-5,-5,6,-7,-0.4
"3076","Blue","Neither","Neither","Blue",18,2,10,13,0,17447,6.4,16191,173,38,-384,-1658,12,1,11,9,0,17831,7,17849,208,40,0,6,1,-1,4,-35,-2,-0.6
"3077","Red","Neither","Neither","Red",14,3,7,9,0,16122,6.8,17858,196,39,-1673,-327,16,1,8,8,0,17795,7,18185,231,52,0,-2,2,-1,1,-35,-13,-0.2
"3078","Red","Neither","Neither","Blue",28,1,12,12,0,18336,7,17626,179,55,-466,-26,15,2,11,19,0,18802,6.6,17652,211,32,0,13,-1,1,-7,-32,23,0.4
"3079","Red","Neither","Neither","Red",14,0,0,0,0,12002,6,13961,151,44,-8461,-7340,58,3,12,9,1,20463,7.8,21301,238,52,-1,-44,-3,-12,-9,-87,-8,-1.8
"3080","Red","Red","Red","Blue",15,6,3,5,0,14378,6.4,16230,209,39,-3682,-3599,14,3,5,2,1,18060,7.4,19829,245,66,-1,1,3,-2,3,-36,-27,-1
"3081","Red","Neither","Neither","Blue",18,2,8,18,0,17691,7,18548,222,60,3544,2399,14,3,4,4,0,14147,6.4,16149,184,44,0,4,-1,4,14,38,16,0.6
"3082","Blue","Neither","Neither","Blue",15,2,15,13,0,19402,7.2,18717,195,39,2008,2566,15,2,11,12,0,17394,6.4,16151,180,44,0,0,0,4,1,15,-5,0.8
"3083","Blue","Neither","Neither","Blue",23,2,3,3,0,16468,6.8,18574,249,54,3100,1653,19,2,1,0,0,13368,6.6,16921,192,41,0,4,0,2,3,57,13,0.2
"3084","Red","Neither","Red","Red",16,2,2,5,0,14486,6.4,15896,207,51,-3576,-3516,88,3,11,11,0,18062,7.2,19412,205,56,0,-72,-1,-9,-6,2,-5,-0.8
"3085","Blue","Neither","Red","Red",16,2,9,9,0,17652,7.4,18869,225,50,775,1702,17,2,8,3,0,16877,6.6,17167,210,44,0,-1,0,1,6,15,6,0.800000000000001
"3086","Blue","Blue","Neither","Blue",18,6,7,12,0,15494,6.6,15724,165,38,1515,857,15,3,3,2,0,13979,6.4,14867,186,49,0,3,3,4,10,-21,-11,0.199999999999999
"3087","Red","Red","Neither","Blue",16,2,6,11,0,16270,6.8,17661,200,54,-82,117,15,3,8,4,0,16352,6.8,17544,221,37,0,1,-1,-2,7,-21,17,0
"3088","Red","Red","Neither","Blue",14,4,5,3,0,15899,6.8,17722,232,47,-903,-1584,33,5,6,7,0,16802,7.2,19306,249,45,0,-19,-1,-1,-4,-17,2,-0.4
"3089","Red","Red","Neither","Red",39,1,3,3,0,14277,7,17550,201,53,-5802,-3559,12,4,12,9,0,20079,7.6,21109,240,58,0,27,-3,-9,-6,-39,-5,-0.6
"3090","Blue","Red","Neither","Red",18,4,5,4,1,17350,7.2,18857,202,72,1492,1607,17,5,6,9,0,15858,7,17250,191,44,1,1,-1,-1,-5,11,28,0.2
"3091","Blue","Red","Neither","Blue",12,5,8,15,0,18315,7,18534,209,51,246,1266,17,0,9,8,0,18069,6.8,17268,208,46,0,-5,5,-1,7,1,5,0.2
"3092","Blue","Red","Neither","Blue",36,3,9,13,0,19570,7.8,21203,259,74,4826,4472,17,3,2,4,0,14744,6.6,16731,229,52,0,19,0,7,9,30,22,1.2
"3093","Blue","Red","Neither","Blue",16,3,6,5,1,16529,6.8,16649,198,52,1085,775,17,3,5,8,0,15444,6.4,15874,179,55,1,-1,0,1,-3,19,-3,0.399999999999999
"3094","Blue","Blue","Neither","Blue",14,2,11,18,0,18324,7,18016,205,47,2158,640,15,2,5,8,0,16166,7,17376,219,45,0,-1,0,6,10,-14,2,0
"3095","Blue","Red","Red","Blue",15,1,8,6,0,17263,7.2,19913,234,65,3181,3298,11,2,3,3,0,14082,6.8,16615,159,51,0,4,-1,5,3,75,14,0.4
"3096","Blue","Blue","Neither","Blue",15,2,4,3,0,15282,6.8,17848,211,45,1629,677,38,0,0,0,0,13653,6.8,17171,246,44,0,-23,2,4,3,-35,1,0
"3097","Red","Red","Neither","Red",20,5,5,4,0,15960,7.2,18478,232,64,782,1903,16,4,4,5,0,15178,6.4,16575,211,43,0,4,1,1,-1,21,21,0.8
"3098","Red","Blue","Red","Blue",9,8,5,5,0,15103,6.6,17162,198,39,-1328,-317,18,2,5,7,0,16431,7,17479,227,36,0,-9,6,0,-2,-29,3,-0.4
"3099","Blue","Neither","Neither","Red",14,1,7,6,0,16060,7,18431,228,44,794,577,16,1,3,4,0,15266,7,17854,213,44,0,-2,0,4,2,15,0,0
"3100","Red","Red","Neither","Red",17,0,7,6,0,15463,6.8,17772,162,44,-2809,-1673,34,2,9,7,0,18272,7.2,19445,219,68,0,-17,-2,-2,-1,-57,-24,-0.4
"3101","Red","Neither","Red","Red",21,6,6,7,1,17225,6.6,16572,210,44,-833,-1786,56,8,10,10,0,18058,7,18358,220,53,1,-35,-2,-4,-3,-10,-9,-0.4
"3102","Red","Neither","Neither","Red",16,3,3,2,0,14861,6.8,16993,225,38,-3337,-1701,30,3,9,10,0,18198,7.2,18694,223,51,0,-14,0,-6,-8,2,-13,-0.4
"3103","Blue","Blue","Neither","Red",46,6,4,10,0,15966,7.2,18955,229,59,1532,1453,61,7,1,1,0,14434,7.2,17502,229,60,0,-15,-1,3,9,0,-1,0
"3104","Red","Red","Neither","Blue",16,1,4,2,0,15172,7,18276,205,55,-1066,10,14,3,6,7,0,16238,6.8,18266,241,36,0,2,-2,-2,-5,-36,19,0.2
"3105","Blue","Neither","Neither","Red",15,2,4,4,0,15953,6.8,17960,260,44,-477,-513,13,3,7,9,0,16430,7,18473,234,40,0,2,-1,-3,-5,26,4,-0.2
"3106","Blue","Red","Neither","Red",17,4,9,7,0,17959,7.6,20494,239,56,1696,2266,19,5,5,3,0,16263,6.8,18228,225,56,0,-2,-1,4,4,14,0,0.8
"3107","Blue","Blue","Blue","Blue",17,3,7,11,0,17176,7,18575,200,62,2889,1215,17,2,2,2,0,14287,6.8,17360,217,58,0,0,1,5,9,-17,4,0.2
"3108","Blue","Neither","Blue","Blue",15,7,8,7,0,17328,7,18867,234,56,2156,3157,22,1,4,8,0,15172,6.2,15710,225,35,0,-7,6,4,-1,9,21,0.8
"3109","Red","Neither","Neither","Red",16,2,2,3,0,15144,7.2,17995,236,52,-1281,-602,15,2,6,10,0,16425,7.2,18597,219,44,0,1,0,-4,-7,17,8,0
"3110","Red","Neither","Blue","Red",17,1,6,4,0,16533,7,18187,217,61,85,765,14,2,6,9,0,16448,6.8,17422,214,46,0,3,-1,0,-5,3,15,0.2
"3111","Red","Red","Neither","Blue",19,6,11,9,0,18475,7.4,19732,196,47,1761,1895,19,3,8,9,0,16714,6.8,17837,196,52,0,0,3,3,0,0,-5,0.600000000000001
"3112","Red","Blue","Neither","Red",16,2,3,2,0,15252,7,18024,224,56,-1293,-380,38,3,7,8,0,16545,7,18404,219,48,0,-22,-1,-4,-6,5,8,0
"3113","Blue","Red","Neither","Red",35,4,4,1,0,14621,7,17862,179,62,-3644,-1277,15,0,9,12,0,18265,7,19139,243,44,0,20,4,-5,-11,-64,18,0
"3114","Red","Red","Neither","Red",14,2,6,7,0,15953,6.6,17372,221,29,-1095,-249,16,3,8,8,0,17048,6.8,17621,218,52,0,-2,-1,-2,-1,3,-23,-0.2
"3115","Blue","Blue","Blue","Blue",14,4,5,5,0,16627,6.8,18676,223,50,2359,1681,14,3,2,3,0,14268,6.6,16995,221,45,0,0,1,3,2,2,5,0.2
"3116","Blue","Red","Neither","Blue",16,3,8,4,0,17240,7,18845,248,48,699,944,17,3,8,6,0,16541,6.8,17901,179,57,0,-1,0,0,-2,69,-9,0.2
"3117","Red","Red","Neither","Red",21,6,5,4,0,15796,7,18152,221,58,453,1426,17,2,2,4,0,15343,6.4,16726,256,55,0,4,4,3,0,-35,3,0.6
"3118","Blue","Red","Red","Blue",16,0,8,10,0,18330,7.4,19257,232,52,1769,319,38,1,2,1,1,16561,7.2,18938,251,67,-1,-22,-1,6,9,-19,-15,0.2
"3119","Red","Blue","Red","Blue",11,0,6,8,0,15684,6.6,17219,202,39,-3240,-2396,16,1,7,8,1,18924,7,19615,257,60,-1,-5,-1,-1,0,-55,-21,-0.4
"3120","Blue","Blue","Neither","Blue",20,1,7,3,0,17120,6.8,18300,233,59,1936,1098,12,4,4,4,0,15184,6.8,17202,206,50,0,8,-3,3,-1,27,9,0
"3121","Blue","Blue","Neither","Blue",18,4,4,2,0,15261,6.6,17058,233,46,-393,-1504,18,4,5,5,0,15654,7.2,18562,208,52,0,0,0,-1,-3,25,-6,-0.600000000000001
"3122","Red","Neither","Blue","Red",16,4,11,17,0,18053,6.6,17357,189,47,620,339,16,4,8,10,0,17433,6.4,17018,196,38,0,0,0,3,7,-7,9,0.199999999999999
"3123","Red","Red","Blue","Blue",19,4,3,3,0,15417,6.8,16990,224,56,-691,-666,17,4,6,11,0,16108,6.8,17656,213,48,0,2,0,-3,-8,11,8,0
"3124","Blue","Blue","Neither","Blue",14,3,8,5,0,16523,7.2,18718,193,56,1357,614,17,2,5,2,0,15166,6.8,18104,208,52,0,-3,1,3,3,-15,4,0.4
"3125","Red","Blue","Neither","Blue",14,0,8,6,0,16809,7,18470,210,44,-12,-151,13,2,8,6,0,16821,7.2,18621,221,48,0,1,-2,0,0,-11,-4,-0.2
"3126","Red","Red","Red","Blue",15,5,5,6,0,15627,6.8,17457,199,56,-2690,-3245,58,1,8,9,0,18317,7.6,20702,230,92,0,-43,4,-3,-3,-31,-36,-0.8
"3127","Red","Red","Blue","Red",38,4,0,0,0,13793,6.8,17022,223,58,-2240,-1623,14,2,3,1,0,16033,7,18645,247,59,0,24,2,-3,-1,-24,-1,-0.2
"3128","Blue","Red","Red","Blue",16,2,3,4,0,14481,6.4,15768,214,40,-2765,-2274,16,3,8,16,0,17246,7.2,18042,226,51,0,0,-1,-5,-12,-12,-11,-0.8
"3129","Red","Blue","Neither","Blue",13,5,8,11,0,16357,6.6,17543,196,48,-82,280,11,2,4,4,0,16439,6.8,17263,241,45,0,2,3,4,7,-45,3,-0.2
"3130","Blue","Neither","Red","Red",46,3,10,11,0,18582,7.4,19549,222,51,2230,2112,42,17,6,8,0,16352,6.8,17437,196,43,0,4,-14,4,3,26,8,0.600000000000001
"3131","Red","Neither","Neither","Red",15,1,1,1,0,13943,6.8,17418,235,37,-1661,-1064,14,0,3,2,0,15604,7,18482,241,48,0,1,1,-2,-1,-6,-11,-0.2
"3132","Red","Neither","Neither","Blue",16,4,10,8,0,18410,7.2,19835,241,54,1720,1364,19,3,7,6,0,16690,7.4,18471,212,46,0,-3,1,3,2,29,8,-0.2
"3133","Red","Neither","Neither","Red",24,3,6,6,0,16689,7,18369,240,50,211,880,16,5,7,7,0,16478,7,17489,214,41,0,8,-2,-1,-1,26,9,0
"3134","Red","Red","Neither","Blue",14,3,6,4,0,16060,6.4,16764,200,60,-27,-1847,87,3,7,7,0,16087,7,18611,194,53,0,-73,0,-1,-3,6,7,-0.6
"3135","Red","Red","Neither","Red",17,2,3,4,0,14035,6.2,14801,185,32,-5142,-3023,19,4,12,14,0,19177,7,17824,210,55,0,-2,-2,-9,-10,-25,-23,-0.8
"3136","Blue","Blue","Blue","Blue",16,3,9,10,0,17757,7,18305,218,48,1818,1761,18,4,6,7,0,15939,6.8,16544,204,50,0,-2,-1,3,3,14,-2,0.2
"3137","Red","Red","Red","Red",17,4,2,3,0,14267,6.6,16538,204,43,-5571,-3921,15,5,9,10,1,19838,7.6,20459,268,56,-1,2,-1,-7,-7,-64,-13,-1
"3138","Red","Red","Red","Red",13,0,6,6,0,15951,6.6,16512,223,40,-1734,-3696,16,3,12,5,0,17685,7.6,20208,221,44,0,-3,-3,-6,1,2,-4,-1
"3139","Red","Red","Neither","Blue",13,3,8,4,0,16688,6.8,17926,216,44,704,-123,16,0,8,4,0,15984,7.2,18049,190,56,0,-3,3,0,0,26,-12,-0.4
"3140","Red","Blue","Blue","Red",17,7,3,2,0,14303,6.2,15787,187,58,-2657,-2095,21,2,5,6,0,16960,7,17882,237,51,0,-4,5,-2,-4,-50,7,-0.8
"3141","Blue","Blue","Red","Blue",38,6,9,12,0,17396,7,17804,205,48,-377,842,19,4,8,10,0,17773,6.6,16962,223,40,0,19,2,1,2,-18,8,0.4
"3142","Blue","Red","Blue","Blue",17,1,9,9,0,18159,7.4,19769,245,52,3037,2677,20,4,3,4,0,15122,6.6,17092,213,50,0,-3,-3,6,5,32,2,0.800000000000001
"3143","Red","Red","Blue","Red",89,3,7,8,0,16269,7.2,18306,202,52,459,1388,16,2,5,8,0,15810,6.6,16918,212,44,0,73,1,2,0,-10,8,0.600000000000001
"3144","Blue","Blue","Neither","Blue",41,1,4,5,0,15316,6.6,17118,198,52,-2986,-3369,13,9,9,3,0,18302,7.4,20487,247,64,0,28,-8,-5,2,-49,-12,-0.800000000000001
"3145","Blue","Blue","Neither","Blue",17,5,5,4,0,16498,6.8,17738,237,45,1699,638,15,3,4,3,0,14799,6.8,17100,202,46,0,2,2,1,1,35,-1,0
"3146","Blue","Blue","Neither","Blue",16,1,16,17,0,20603,7.4,20443,245,44,7873,5225,12,1,0,0,0,12730,6.6,15218,188,44,0,4,0,16,17,57,0,0.800000000000001
"3147","Blue","Red","Blue","Red",17,3,10,7,1,19606,7.2,18619,220,45,3534,2345,16,2,7,8,0,16072,6.6,16274,170,60,1,1,1,3,-1,50,-15,0.600000000000001
"3148","Blue","Red","Blue","Blue",14,2,7,6,0,16940,6.8,17305,234,42,400,-213,14,3,8,10,0,16540,6.8,17518,222,52,0,0,-1,-1,-4,12,-10,0
"3149","Blue","Red","Neither","Red",40,4,6,11,0,16814,7,18612,238,56,2247,1262,14,2,4,0,0,14567,6.8,17350,220,55,0,26,2,2,11,18,1,0.2
"3150","Blue","Neither","Blue","Blue",15,3,9,13,0,18146,6.6,17263,199,40,383,-1655,19,2,8,10,0,17763,7.4,18918,201,60,0,-4,1,1,3,-2,-20,-0.800000000000001
"3151","Red","Neither","Neither","Red",19,4,3,3,0,15242,7.2,17856,216,44,-774,334,33,0,5,4,0,16016,6.8,17522,243,45,0,-14,4,-2,-1,-27,-1,0.4
"3152","Red","Blue","Neither","Blue",16,3,10,5,0,17454,6.8,18029,204,58,617,128,12,1,7,5,0,16837,6.8,17901,178,60,0,4,2,3,0,26,-2,0
"3153","Red","Blue","Neither","Blue",17,4,5,6,0,16053,7,17817,227,52,1614,1179,51,6,3,4,0,14439,6.6,16638,206,50,0,-34,-2,2,2,21,2,0.4
"3154","Blue","Red","Neither","Blue",16,3,2,1,0,14975,6.4,16649,222,67,-2206,-2548,18,3,9,12,0,17181,7.4,19197,216,48,0,-2,0,-7,-11,6,19,-1
"3155","Blue","Blue","Neither","Blue",31,5,4,4,0,16095,7,18669,241,65,-262,-375,24,3,4,2,0,16357,7.2,19044,257,55,0,7,2,0,2,-16,10,-0.2
"3156","Blue","Neither","Neither","Red",39,1,8,11,0,17123,6.8,17944,223,52,1012,-620,29,4,5,3,0,16111,7.4,18564,220,52,0,10,-3,3,8,3,0,-0.600000000000001
"3157","Red","Blue","Red","Blue",21,5,6,14,0,16986,7,17323,231,55,313,-1776,16,8,5,3,0,16673,7.2,19099,236,56,0,5,-3,1,11,-5,-1,-0.2
"3158","Red","Red","Neither","Red",17,2,3,3,0,14731,7,17886,204,52,-1148,708,19,3,3,4,0,15879,6.8,17178,237,52,0,-2,-1,0,-1,-33,0,0.2
"3159","Blue","Blue","Neither","Blue",44,1,8,9,0,17316,7.2,18689,227,68,3172,2797,14,1,3,4,0,14144,6.2,15892,200,40,0,30,0,5,5,27,28,1
"3160","Blue","Neither","Neither","Red",16,1,1,2,0,14889,6.8,17345,256,48,-819,-1709,23,1,3,4,0,15708,7,19054,246,62,0,-7,0,-2,-2,10,-14,-0.2
"3161","Red","Red","Blue","Red",19,2,5,4,0,16416,6.8,18647,253,44,-205,-41,12,4,6,7,0,16621,7,18688,239,40,0,7,-2,-1,-3,14,4,-0.2
"3162","Blue","Red","Neither","Red",18,1,7,10,0,16943,6.8,17177,215,52,-1228,-1785,41,4,11,11,0,18171,7.4,18962,217,56,0,-23,-3,-4,-1,-2,-4,-0.600000000000001
"3163","Blue","Neither","Blue","Blue",11,3,13,13,1,19940,7.4,20030,192,52,5521,4435,15,4,3,2,0,14419,6.6,15595,212,31,1,-4,-1,10,11,-20,21,0.800000000000001
"3164","Red","Red","Neither","Blue",57,3,8,5,0,16204,6.6,17473,184,47,-1016,-1306,17,4,7,7,0,17220,7,18779,210,51,0,40,-1,1,-2,-26,-4,-0.4
"3165","Blue","Blue","Neither","Blue",12,3,7,7,0,17062,7.2,18221,220,50,-1246,150,17,2,10,12,0,18308,6.8,18071,203,58,0,-5,1,-3,-5,17,-8,0.4
"3166","Red","Red","Red","Red",16,2,6,6,0,15691,7,17592,212,48,456,-69,13,1,5,3,0,15235,6.8,17661,192,52,0,3,1,1,3,20,-4,0.2
"3167","Red","Neither","Neither","Red",14,0,1,0,0,13511,6.6,16013,200,46,-5087,-2795,117,0,11,18,0,18598,7.2,18808,226,55,0,-103,0,-10,-18,-26,-9,-0.600000000000001
"3168","Blue","Neither","Neither","Blue",17,2,12,11,0,18927,7.4,19861,231,44,4006,3678,16,2,2,2,0,14921,6.4,16183,176,60,0,1,0,10,9,55,-16,1
"3169","Blue","Blue","Neither","Red",45,3,7,10,0,16164,7,17989,196,48,-876,-1141,19,6,6,4,0,17040,7,19130,239,60,0,26,-3,1,6,-43,-12,0
"3170","Blue","Neither","Neither","Blue",15,1,4,8,0,15572,6.8,17404,221,48,-1216,-1810,15,3,4,3,0,16788,7.4,19214,256,57,0,0,-2,0,5,-35,-9,-0.600000000000001
"3171","Red","Red","Blue","Blue",14,1,5,2,1,17469,6.6,17964,229,53,1432,-889,13,3,7,6,0,16037,7.2,18853,203,64,1,1,-2,-2,-4,26,-11,-0.600000000000001
"3172","Blue","Blue","Neither","Red",16,3,3,4,0,14686,7,17582,206,60,-3593,-3240,24,3,10,5,0,18279,7.6,20822,226,68,0,-8,0,-7,-1,-20,-8,-0.6
"3173","Red","Red","Neither","Red",15,4,8,10,0,16325,6.8,17831,193,40,2,-345,24,1,6,4,0,16323,7,18176,227,48,0,-9,3,2,6,-34,-8,-0.2
"3174","Blue","Blue","Neither","Red",15,2,9,12,0,17233,6.8,17651,202,48,2034,884,14,1,4,4,0,15199,6.6,16767,200,48,0,1,1,5,8,2,0,0.2
"3175","Red","Neither","Neither","Red",17,2,3,4,0,16004,7.2,18128,241,64,-966,-455,12,4,8,9,0,16970,7.2,18583,213,48,0,5,-2,-5,-5,28,16,0
"3176","Blue","Red","Neither","Blue",16,1,6,9,0,16651,6.6,16985,218,48,1167,-461,16,4,6,4,0,15484,6.8,17446,207,48,0,0,-3,0,5,11,0,-0.2
"3177","Blue","Red","Neither","Blue",43,2,2,2,0,14959,7,17503,229,48,-2128,-1289,84,5,6,7,0,17087,7.2,18792,219,51,0,-41,-3,-4,-5,10,-3,-0.2
"3178","Red","Red","Red","Blue",14,4,5,4,0,15917,6.8,17246,200,60,-1971,-2626,16,2,10,13,0,17888,7.2,19872,200,56,0,-2,2,-5,-9,0,4,-0.4
"3179","Blue","Neither","Neither","Red",37,15,6,9,0,15754,6.6,16844,198,36,-708,-1311,104,3,6,5,0,16462,7,18155,207,36,0,-67,12,0,4,-9,0,-0.4
"3180","Red","Blue","Neither","Blue",16,3,8,9,0,16891,7,17845,201,51,-1296,4,15,3,8,9,0,18187,7,17841,217,48,0,1,0,0,0,-16,3,0
"3181","Red","Red","Red","Red",18,3,3,3,0,14878,6.6,16826,197,61,-5924,-3368,17,5,15,20,0,20802,7.2,20194,226,64,0,1,-2,-12,-17,-29,-3,-0.600000000000001
"3182","Blue","Neither","Neither","Blue",18,3,7,7,0,17150,7.2,19389,225,60,1443,2143,17,2,3,5,0,15707,6.8,17246,229,44,0,1,1,4,2,-4,16,0.4
"3183","Red","Blue","Neither","Blue",17,1,5,6,0,15941,7,17661,236,55,-2,-1484,29,3,4,2,0,15943,7.2,19145,237,67,0,-12,-2,1,4,-1,-12,-0.2
"3184","Blue","Neither","Red","Blue",13,4,7,11,0,17802,7.4,19422,239,40,1070,1731,14,2,3,3,1,16732,7,17691,211,64,-1,-1,2,4,8,28,-24,0.4
"3185","Blue","Blue","Neither","Blue",11,0,5,4,0,15548,7,18653,181,68,-1238,-1708,17,1,6,5,0,16786,7.4,20361,219,60,0,-6,-1,-1,-1,-38,8,-0.4
"3186","Blue","Neither","Neither","Red",16,1,5,6,0,15556,7,17886,219,44,1300,1228,16,3,2,3,0,14256,6.6,16658,218,44,0,0,-2,3,3,1,0,0.4
"3187","Blue","Blue","Red","Blue",38,4,6,6,0,16098,6.8,18103,209,50,-282,-192,16,4,5,5,0,16380,7,18295,224,62,0,22,0,1,1,-15,-12,-0.2
"3188","Blue","Red","Blue","Red",15,0,6,6,0,16107,7,17538,213,56,-456,-1135,14,1,5,5,0,16563,7,18673,203,56,0,1,-1,1,1,10,0,0
"3189","Red","Neither","Neither","Blue",14,4,7,6,0,16315,7,18067,201,60,1167,510,17,2,2,2,0,15148,6.8,17557,240,59,0,-3,2,5,4,-39,1,0.2
"3190","Red","Red","Blue","Blue",15,0,6,13,0,16587,6.6,16824,199,47,457,-383,15,2,7,13,0,16130,6.8,17207,194,40,0,0,-2,-1,0,5,7,-0.2
"3191","Red","Red","Neither","Red",15,1,8,9,0,16112,6.6,16844,201,32,276,377,29,3,6,7,0,15836,6.6,16467,167,57,0,-14,-2,2,2,34,-25,0
"3192","Blue","Blue","Blue","Blue",20,2,10,12,0,18212,7.2,18905,196,54,4429,3004,14,4,2,1,0,13783,6.6,15901,180,48,0,6,-2,8,11,16,6,0.600000000000001
"3193","Red","Red","Neither","Red",13,5,3,2,0,14761,7,17479,204,64,-907,414,16,2,5,6,0,15668,6.6,17065,225,46,0,-3,3,-2,-4,-21,18,0.4
"3194","Red","Blue","Neither","Blue",39,3,5,5,0,17613,7.2,19706,251,76,914,1227,15,5,5,7,0,16699,7,18479,224,50,0,24,-2,0,-2,27,26,0.2
"3195","Red","Neither","Neither","Blue",46,0,8,13,0,16384,6.8,16954,218,37,-232,-1633,10,3,5,3,0,16616,7.2,18587,242,72,0,36,-3,3,10,-24,-35,-0.4
"3196","Blue","Neither","Neither","Red",40,0,6,3,0,17001,7.2,19154,230,68,344,1270,17,2,6,5,0,16657,7,17884,255,32,0,23,-2,0,-2,-25,36,0.2
"3197","Red","Neither","Red","Blue",120,2,4,3,0,15084,6.6,16366,211,44,-2904,-2819,18,2,9,8,0,17988,7.2,19185,237,47,0,102,0,-5,-5,-26,-3,-0.600000000000001
"3198","Blue","Red","Neither","Red",17,2,8,5,0,16918,6.8,18396,216,60,355,-336,18,2,8,6,0,16563,6.8,18732,214,44,0,-1,0,0,-1,2,16,0
"3199","Blue","Red","Neither","Red",16,1,9,13,0,18562,7,18633,203,66,1911,1969,13,4,8,12,0,16651,6.6,16664,206,48,0,3,-3,1,1,-3,18,0.4
"3200","Blue","Blue","Red","Blue",10,1,5,9,0,15822,7,17481,219,48,-1572,-2164,24,1,6,3,0,17394,7.2,19645,248,56,0,-14,0,-1,6,-29,-8,-0.2
"3201","Red","Blue","Neither","Blue",41,6,9,10,0,17405,6.8,18506,187,46,1996,860,20,5,4,3,0,15409,7,17646,236,40,0,21,1,5,7,-49,6,-0.2
"3202","Blue","Blue","Blue","Blue",11,1,11,12,1,19696,7.2,18881,222,48,3802,1762,21,0,5,6,0,15894,6.8,17119,209,60,1,-10,1,6,6,13,-12,0.4
"3203","Blue","Red","Neither","Blue",11,1,9,11,0,17322,6.4,16229,182,52,-956,-1451,14,1,11,12,0,18278,6.8,17680,207,49,0,-3,0,-2,-1,-25,3,-0.399999999999999
"3204","Blue","Neither","Neither","Blue",16,10,4,4,0,15532,6.8,17669,227,47,240,131,41,1,2,2,0,15292,6.8,17538,240,56,0,-25,9,2,2,-13,-9,0
"3205","Red","Red","Neither","Blue",21,3,10,7,0,17823,6.6,17275,237,36,828,-79,17,1,8,5,0,16995,6.8,17354,200,47,0,4,2,2,2,37,-11,-0.2
"3206","Red","Red","Red","Red",16,2,1,0,0,13291,6.4,15898,201,48,-5102,-3977,41,3,12,18,0,18393,7.4,19875,227,52,0,-25,-1,-11,-18,-26,-4,-1
"3207","Blue","Red","Neither","Blue",16,6,7,7,0,16851,6.8,16674,216,42,-778,-752,13,4,11,14,0,17629,6.8,17426,200,34,0,3,2,-4,-7,16,8,0
"3208","Blue","Neither","Neither","Blue",17,4,7,8,0,16830,7.2,18443,232,54,2431,1886,31,1,2,2,0,14399,6.6,16557,209,48,0,-14,3,5,6,23,6,0.600000000000001
"3209","Blue","Neither","Neither","Blue",16,3,5,7,0,16061,7,18238,210,60,530,1280,14,2,5,5,0,15531,6.8,16958,204,44,0,2,1,0,2,6,16,0.2
"3210","Red","Neither","Neither","Red",18,2,2,2,0,15608,6.8,17516,260,47,766,331,37,5,2,2,0,14842,7,17185,229,52,0,-19,-3,0,0,31,-5,-0.2
"3211","Red","Neither","Neither","Blue",15,0,5,3,0,15144,6.6,16696,205,36,-4172,-2185,15,4,9,9,1,19316,7.2,18881,221,47,-1,0,-4,-4,-6,-16,-11,-0.600000000000001
